,CodigoServico,Servico,Unidade,DataVigencia,ValorMaximo,TipoValor,Periodicidade,CNPJ
38,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2019-01-03,150.0,Real,Por evento,04913711
39,1004,Exportação: Conferência de Documentos,Por Operação,2018-01-02,150.0,Real,Por evento,04913711
40,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),Por Operação,2016-05-19,100.0,Real,Por evento,04913711
41,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2020-01-03,150.0,Real,Por evento,04913711
42,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),Por Operação,2016-05-19,100.0,Real,Por evento,04913711
43,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2018-01-02,150.0,Real,Por evento,04913711
44,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,Por Operação,2020-12-03,700.0,Real,Por evento,04913711
45,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2018-01-02,150.0,Real,Por evento,04913711
46,1019,Financeiro - Remessa de Recursos: Alteração de ROF,Por Operação,2020-01-03,320.0,Real,Por evento,04913711
0,0101,Confecção de ficha cadastral,por cliente,2021-04-01,200.0,Real,Por evento,07237373
1,0102,Renovação de ficha cadastral,por cliente,2021-04-01,200.0,Real,A cada 360 dias,07237373
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2018-03-01,30.0,Real,Por evento,07237373
3,0201,"Comum, para débito, saque e consultas",por cartao,2019-07-08,13.0,Real,A cada 360 dias,07237373
4,0202,"Débito, saque e garantia de cheque-anuidade do contrato",por cartao,2019-07-08,13.0,Real,A cada 360 dias,07237373
5,0203,"Débito, saque e garantia de cheque-confecção do cartão",por cartao,2019-07-08,13.0,Real,Por evento,07237373
6,0301,Talão-10 folhas,por talao,2019-07-08,18.0,Real,Por evento,07237373
7,0302,Talão-20 folhas (segundo talão no mês),por talao,2019-07-08,36.0,Real,Por evento,07237373
8,0303,Cheque administrativo,por cheque,2019-07-08,50.0,Real,Por evento,07237373
9,0304,Cheque avulso,por cheque,2019-07-08,4.0,Real,Por evento,07237373
10,0305,Cheque devolvido por insuficiência de fundos,por cheque,2021-09-06,72.0,Real,Por evento,07237373
11,0306,Oposição/sustação de pagamento de cheque,por cheque,2019-07-08,15.0,Real,Por evento,07237373
12,0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,1996-07-25,0.0,Real,Por evento,07237373
13,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2019-07-08,61.82,Real,Por evento,07237373
14,0310,Cobrança de cheque por compensação,por cheque,2021-04-01,2.6,Real,Por evento,07237373
15,0311,Cheque TB (Transferência Bancária sem CPMF),por cheque,2019-07-08,1.8,Real,Por evento,07237373
16,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2019-07-08,0.12,Percentual,Por evento,07237373
17,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2019-07-08,0.12,Percentual,Por evento,07237373
18,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2019-07-08,0.12,Percentual,Por evento,07237373
19,0401,Abertura de conta,por conta,2004-05-17,0.0,Real,Por evento,07237373
20,0402,Manutenção de conta ativa,por conta,2019-07-08,53.0,Real,A cada 30 dias,07237373
21,0403,Manutenção de conta inativa,por conta,2019-07-08,23.0,Real,A cada 180 dias,07237373
22,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2019-07-08,62.0,Real,Por evento,07237373
23,0405,Concessão de cheque especial/conta garantida,por conta,2019-07-08,2.5,Percentual,Por evento,07237373
24,0406,Renovação de cheque especial/conta garantida,por conta,2019-07-08,2.5,Percentual,A cada 180 dias,07237373
25,0407,Débito autorizado em conta-corrente,por operacao,2008-06-20,5.0,Real,Por evento,07237373
26,0501,Saque em caixa automática externa/banco 24 horas,por saque,2021-04-01,2.55,Real,Por evento,07237373
27,0502,Emissão de DOC C,por operacao,2021-04-01,21.0,Real,Por evento,07237373
28,0503,Emissão de DOC D,por operacao,2021-04-01,21.0,Real,Por evento,07237373
29,0504,Ordem de Pagamento,por operacao,1998-01-15,0.0,Real,Por evento,07237373
30,0505,Depósito em outra agência,por operacao,2021-04-01,2.0,Real,Por evento,07237373
31,0506,Transferência Eletrônica Disponível - TED,Por Operação,2019-07-08,21.0,Real,Por evento,07237373
32,0601,Em terminal  eletrônico,por emissao,2019-07-08,3.5,Real,Por evento,07237373
33,0602,Por outros meios,por emissao,2019-07-08,10.0,Real,Por evento,07237373
34,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2019-07-08,10.0,Real,Por evento,07237373
35,0701,Entrada por borderô (listagem de titulos),por titulo,2018-11-05,8.3,Real,Por evento,07237373
36,0702,Entrada por meio magnético,por titulo,2018-11-05,5.1,Real,Por evento,07237373
37,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2018-11-05,4.8,Real,Por evento,07237373
38,0704,Manutenção de título vencido,por titulo,2015-12-07,5.4,Real,A cada 30 dias,07237373
39,0705,Envio para protesto,por titulo,2017-08-21,10.0,Real,Por evento,07237373
40,0706,Sustação de protesto,por titulo,2015-12-07,6.0,Real,Por evento,07237373
41,0707,Devolução de título,por titulo,2018-11-05,5.3,Real,Por evento,07237373
42,0801,Abertura de crédito,por operacao,2014-11-14,3.0,Percentual,Por evento,07237373
43,0802,Renegociação de dívida,por operacao,2018-03-01,1.0,Percentual,Por evento,07237373
44,0803,Substituição de garantia,por operacao,2004-05-17,0.5,Percentual,Por evento,07237373
45,0804,Custódia de cheque pré-datado,por operacao,2017-01-02,0.6,Real,Por evento,07237373
46,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2005-03-31,0.0,Real,Por evento,07237373
47,0901,Segunda via de documento,por copia,2019-07-08,10.0,Real,Por evento,07237373
48,0902,Ressarcimento de despesas-telefonema,por chamada,1997-01-24,7.0,Real,Por evento,07237373
49,0903,Ressarcimento de despesas-fax,por folha,2019-07-08,10.0,Real,Por evento,07237373
50,0904,Envelopamento de documentos,por envelope,1996-07-25,0.0,Real,Por evento,07237373
51,0905,Pagamento de funcionários via relação,por funcionario,2012-12-03,5.0,Real,Por evento,07237373
52,0906,Pagamento de funcionários via meio magnético,por funcionario,2018-11-05,4.0,Real,Por evento,07237373
53,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2019-07-08,120.0,Real,Por evento,07237373
54,1003,Exportação: Liquidação com Ordem de Pagamento,Por Operação,2021-09-06,210.0,Real,Por evento,07237373
55,1004,Exportação: Conferência de Documentos,Por Operação,2019-07-08,160.0,Real,Por evento,07237373
56,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2019-07-08,120.0,Real,Por evento,07237373
57,1007,Importação: Emissão de Ordem de Pagamento,Por Operação,2021-09-06,210.0,Real,Por evento,07237373
58,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),Por Operação,2004-10-08,300.0,Real,Por evento,07237373
59,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2019-07-08,120.0,Real,Por evento,07237373
60,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,Por Operação,2021-09-06,210.0,Real,Por evento,07237373
61,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,Por Operação,2021-09-06,290.0,Real,Por evento,07237373
62,1014,Financeiro - Ingresso de Recursos : Confecção de esquema de ROF,Por Operação,2021-09-06,125.0,Real,Por evento,07237373
63,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2004-10-08,90.0,Real,Por evento,07237373
64,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,Por Operação,2021-09-06,210.0,Real,Por evento,07237373
65,1019,Financeiro - Remessa de Recursos: Alteração de ROF,Por Operação,2021-09-06,170.0,Real,Por evento,07237373
0,0101,Confecção de ficha cadastral,por cliente,2009-12-16,1000.0,Real,Por evento,58616418
1,0102,Renovação de ficha cadastral,por cliente,2019-01-01,2000.0,Real,A cada 180 dias,58616418
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2006-11-24,200.0,Real,Por evento,58616418
3,0302,Talão-20 folhas (segundo talão no mês),por talao,2006-11-24,20.0,Real,Por evento,58616418
4,0303,Cheque administrativo,por cheque,2006-11-24,20.0,Real,Por evento,58616418
5,0305,Cheque devolvido por insuficiência de fundos,por cheque,2006-11-24,30.0,Real,Por evento,58616418
6,0306,Oposição/sustação de pagamento de cheque,por cheque,2006-11-24,20.0,Real,Por evento,58616418
7,0308,Inclusão no Cadastro de Cheques sem Fundo,por cheque,2006-11-24,50.0,Real,Por evento,58616418
8,0309,Exclusão do Cadastro de Cheques sem Fundo,por cheque,2006-11-24,50.0,Real,Por evento,58616418
9,0310,Cobrança de cheque por compensação,por cheque,2002-12-12,2.5,Real,Por evento,58616418
10,0311,Cheque TB (Transferência Bancária sem CPMF),por cheque,2006-11-24,5.0,Real,Por evento,58616418
11,0312,"Cheque Administrativo com vl.igual ou superior a R$5.000,00 (vl.fx.+%)",Por Cheque,2006-11-24,0.12,Percentual,Por evento,58616418
12,0313,"Cobrança de Cheque por compensação com Vl. = ou > R$ 5.000,00(Vl.fx+%)",por cheque,2006-11-24,0.12,Percentual,Por evento,58616418
13,0314,"Cheque TB com valor igual ou superior R$ 5.000,00 (vl.fixo + %)",por cheque,2006-11-24,0.12,Percentual,Por evento,58616418
14,0401,Abertura de conta,por conta,2019-02-22,2000.0,Real,Por evento,58616418
15,0402,Manutenção de conta ativa,por conta,2019-01-01,1000.0,Real,A cada 30 dias,58616418
16,0403,Manutenção de conta inativa,por conta,2019-01-01,1000.0,Real,A cada 30 dias,58616418
17,0404,"Adiant. a deposit., incl. excesso limite de ch. especial",por operacao,2002-12-12,20.0,Real,Por evento,58616418
18,0405,Concessão de cheque especial/conta garantida,por conta,2016-05-10,5.0,Percentual,Por evento,58616418
19,0406,Renovação de cheque especial/conta garantida,por conta,2016-05-10,5.0,Percentual,A cada 30 dias,58616418
20,0407,Débito autorizado em conta-corrente,por operacao,2006-11-24,3.0,Real,Por evento,58616418
21,0502,Emissão de DOC C,por operacao,2019-01-01,100.0,Real,Por evento,58616418
22,0503,Emissão de DOC D,por operacao,2019-01-01,100.0,Real,Por evento,58616418
23,0504,Ordem de Pagamento,por operacao,2006-11-24,15.0,Real,Por evento,58616418
24,0506,Transferência Eletrônica Disponível - TED,Por Operação,2019-01-01,100.0,Real,Por evento,58616418
25,0601,Em terminal  eletrônico,por emissao,2019-04-16,100.0,Real,Por evento,58616418
26,0602,Por outros meios,por emissao,2019-04-16,100.0,Real,Por evento,58616418
27,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2005-05-10,10.0,Real,Por evento,58616418
28,0701,Entrada por borderô (listagem de titulos),por titulo,2019-01-01,20.0,Real,Por evento,58616418
29,0702,Entrada por meio magnético,por titulo,2019-01-01,20.0,Real,Por evento,58616418
30,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2019-01-01,20.0,Real,Por evento,58616418
31,0704,Manutenção de título vencido,por titulo,2019-01-01,50.0,Real,A cada 30 dias,58616418
32,0705,Envio para protesto,por titulo,2019-01-01,50.0,Real,Por evento,58616418
33,0706,Sustação de protesto,por titulo,2019-01-01,50.0,Real,Por evento,58616418
34,0707,Devolução de título,por titulo,2018-04-03,50.0,Real,Por evento,58616418
35,0801,Abertura de crédito,por operacao,2016-02-05,5.0,Percentual,Por evento,58616418
36,0802,Renegociação de dívida,por operacao,2006-11-24,500.0,Real,Por evento,58616418
37,0803,Substituição de garantia,por operacao,2006-11-24,500.0,Real,Por evento,58616418
38,0804,Custódia de cheque pré-datado,por operacao,2005-05-10,1.5,Real,Por evento,58616418
39,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2006-11-24,0.6,Percentual,Por evento,58616418
40,0901,Segunda via de documento,por copia,2006-11-24,50.0,Real,Por evento,58616418
41,0902,Ressarcimento de despesas-telefonema,por chamada,2006-11-24,300.0,Real,Por evento,58616418
42,0903,Ressarcimento de despesas-fax,por folha,2006-11-24,300.0,Real,Por evento,58616418
43,0904,Envelopamento de documentos,por envelope,2006-11-24,300.0,Real,Por evento,58616418
44,1001,Exportação: Edição de Contrato de Câmbio,Por Operação,2013-06-11,900.0,Real,Por evento,58616418
45,1002,Exportação: Edição de Contrato de Câmbio via Internet,Por Operação,2013-06-11,500.0,Real,Por evento,58616418
46,1003,Exportação: Liquidação com Ordem de Pagamento,Por Operação,2013-06-11,400.0,Real,Por evento,58616418
47,1004,Exportação: Conferência de Documentos,Por Operação,2013-06-11,900.0,Real,Por evento,58616418
48,1005,Exportação: Câmbio Simplicado (todas as despesas do cliente no Banco),Por Operação,2013-06-11,800.0,Real,Por evento,58616418
49,1006,Importação: Edição de Contrato de Câmbio,Por Operação,2013-06-11,900.0,Real,Por evento,58616418
50,1007,Importação: Emissão de Ordem de Pagamento,Por Operação,2013-06-11,300.0,Real,Por evento,58616418
51,1008,Importação: Demais Tarifas (Não incluem despesas no Exteior),Por Operação,2013-06-11,900.0,Real,Por evento,58616418
52,1009,Importação: Câmbio Simplificado(Todas as despesas do cliente no Banco),Por Operação,2013-06-11,800.0,Real,Por evento,58616418
53,1010,Financeiro -Ingresso de Recursos: Edição de Contrato de Câmbio,Por Operação,2013-06-11,900.0,Real,Por evento,58616418
54,1011,Financeiro-Ingresso de Recursos:Edição de Cont. de Câmbio Via Internet,Por Operação,2013-06-11,500.0,Real,Por evento,58616418
55,1012,Financeiro -Ingresso de Recursos: Liquidação com Ordem de pagamento,Por Operação,2013-06-11,400.0,Real,Por evento,58616418
56,1013,Financeiro - Ingresso de Recursos: Confecção de ROF,Por Operação,2013-06-11,2000.0,Real,Por evento,58616418
57,1014,Financeiro - Ingresso de Recursos : Confecção de esquema de ROF,Por Operação,2013-06-11,1800.0,Real,Por evento,58616418
58,1015,Financeiro - Ingresso de Recursos: Confecção de Cadastro no Cademp,Por Operação,2013-06-11,1500.0,Real,Por evento,58616418
59,1016,Financeiro -Remessa de Recursos: Edição de Contrato de Câmbio,Por Operação,2013-06-11,900.0,Real,Por evento,58616418
60,1017,Financeiro-Remessa de Recursos: Edição de Cont. de Câmbio Via Internet,Por Operação,2013-06-11,900.0,Real,Por evento,58616418
61,1018,Financeiro - Remessa de Recursos: Emissão de Ordem de Pagamento,Por Operação,2013-06-11,300.0,Real,Por evento,58616418
62,1019,Financeiro - Remessa de Recursos: Alteração de ROF,Por Operação,2005-05-10,1000.0,Real,Por evento,58616418
0,0101,Confecção de ficha cadastral,por cliente,2013-06-16,1500.0,Real,Por evento,62237425
1,0102,Renovação de ficha cadastral,por cliente,2012-06-25,1300.0,Real,A cada 180 dias,62237425
2,0103,Consultas a serviços de proteção ao crédito,por consulta,2008-04-30,10.0,Real,Por evento,62237425
3,0305,Cheque devolvido por insuficiência de fundos,por cheque,2006-12-06,3.0,Real,Por evento,62237425
4,0603,"Cópias de microfilmes, microfichas ou assemelhados",por emissao,2008-04-30,5.0,Real,Por evento,62237425
5,0701,Entrada por borderô (listagem de titulos),por titulo,2004-10-07,5.0,Real,Por evento,62237425
6,0702,Entrada por meio magnético,por titulo,2008-04-30,5.0,Real,Por evento,62237425
7,0703,Entrada sem registro - por boleto emitido pelo cliente,por titulo,2008-04-30,3.0,Real,Por evento,62237425
8,0704,Manutenção de título vencido,por titulo,2008-04-30,3.0,Real,A cada 60 dias,62237425
9,0705,Envio para protesto,por titulo,2008-04-30,10.0,Real,Por evento,62237425
10,0706,Sustação de protesto,por titulo,2008-04-30,20.0,Real,Por evento,62237425
11,0707,Devolução de título,por titulo,2008-04-30,5.0,Real,Por evento,62237425
12,0801,Abertura de crédito,por operacao,2013-06-16,1500.0,Real,Por evento,62237425
13,0802,Renegociação de dívida,por operacao,2012-06-25,1000.0,Real,Por evento,62237425
14,0803,Substituição de garantia,por operacao,2012-06-25,1000.0,Real,Por evento,62237425
15,0804,Custódia de cheque pré-datado,por operacao,2008-04-30,5.0,Real,Por evento,62237425
16,0805,Rescisão Contratual (Quitação Antecipada),Por Operação,2012-06-25,1000.0,Real,Por evento,62237425
17,0901,Segunda via de documento,por copia,2013-06-16,150.0,Real,Por evento,62237425
18,0902,Ressarcimento de despesas-telefonema,por chamada,2004-10-02,15.0,Real,Por evento,62237425
19,0903,Ressarcimento de despesas-fax,por folha,2004-10-02,3.0,Real,Por evento,62237425
0,0101,Confecção de ficha cadastral,por cliente,2021-10-21,40.0,Real,Por evento,53518684
1,0102,Renovação de ficha cadastral,por cliente,2021-10-21,40.0,Real,A cada 365 dias,53518684
2,0402,Manutenção de conta ativa,por conta,2021-10-21,50.0,Real,A cada 30 dias,53518684
3,0403,Manutenção de conta inativa,por conta,2021-10-21,40.0,Real,A cada 30 dias,53518684
4,0502,Emissão de DOC C,por operacao,2021-10-21,15.0,Real,Por evento,53518684
5,0503,Emissão de DOC D,por operacao,2021-10-21,15.0,Real,Por evento,53518684
6,0504,Ordem de Pagamento,por operacao,2017-02-04,0.0,Real,Por evento,53518684
7,0506,Transferência Eletrônica Disponível - TED,Por Operação,2021-10-21,20.0,Real,Por evento,53518684
8,0602,Por outros meios,por emissao,2021-10-21,100.0,Real,Por evento,53518684
